file_path,category,scientific_status,purpose,preserve_reason
quantum/f27_cleanroom_reference.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of f27_cleanroom_reference.py,Gate-level scalable reversible QLBM architecture
quantum/f27_gate_primitives.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of f27_gate_primitives.py,Gate-level scalable reversible QLBM architecture
quantum/f27_local_node_circuit.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of f27_local_node_circuit.py,Gate-level scalable reversible QLBM architecture
quantum/f28_2x2_circuit.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of f28_2x2_circuit.py,Gate-level scalable reversible QLBM architecture
quantum/f28_cleanroom_2x2_reference.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of f28_cleanroom_2x2_reference.py,Gate-level scalable reversible QLBM architecture
quantum/f29_cleanroom_reference.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of f29_cleanroom_reference.py,Gate-level scalable reversible QLBM architecture
quantum/f29_scalable_circuit.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of f29_scalable_circuit.py,Gate-level scalable reversible QLBM architecture
quantum/f29_three_layer_validator.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of f29_three_layer_validator.py,Gate-level scalable reversible QLBM architecture
quantum/f30_cleanroom_reference.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of f30_cleanroom_reference.py,Gate-level scalable reversible QLBM architecture
quantum/f30_scaling_engine.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of f30_scaling_engine.py,Gate-level scalable reversible QLBM architecture
quantum/f31_cleanroom_reference.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of f31_cleanroom_reference.py,Gate-level scalable reversible QLBM architecture
quantum/f31_reduced_architecture.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of f31_reduced_architecture.py,Gate-level scalable reversible QLBM architecture
quantum/f33_backend.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f33_backend.py,NISQ hardware transpilation and QPU execution gate
quantum/f33_hardware_demo.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f33_hardware_demo.py,NISQ hardware transpilation and QPU execution gate
quantum/f33_measurement.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f33_measurement.py,NISQ hardware transpilation and QPU execution gate
quantum/f33_state_preparation.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f33_state_preparation.py,NISQ hardware transpilation and QPU execution gate
quantum/f33_validation.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f33_validation.py,NISQ hardware transpilation and QPU execution gate
quantum/f34_hardware_validation.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f34_hardware_validation.py,NISQ hardware transpilation and QPU execution gate
quantum/f34_observables.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f34_observables.py,NISQ hardware transpilation and QPU execution gate
quantum/f34_qpu_runner.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f34_qpu_runner.py,NISQ hardware transpilation and QPU execution gate
quantum/f34_result_parser.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f34_result_parser.py,NISQ hardware transpilation and QPU execution gate
quantum/f35_backend_discovery.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f35_backend_discovery.py,NISQ hardware transpilation and QPU execution gate
quantum/f35_multi_layer_validator.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f35_multi_layer_validator.py,NISQ hardware transpilation and QPU execution gate
quantum/f35_observables_reconstruction.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f35_observables_reconstruction.py,NISQ hardware transpilation and QPU execution gate
quantum/f35_qpu_executor.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f35_qpu_executor.py,NISQ hardware transpilation and QPU execution gate
quantum/f36_backend_discovery.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f36_backend_discovery.py,NISQ hardware transpilation and QPU execution gate
quantum/f36_multi_layer_validator.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f36_multi_layer_validator.py,NISQ hardware transpilation and QPU execution gate
quantum/f36_observables_reconstruction.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f36_observables_reconstruction.py,NISQ hardware transpilation and QPU execution gate
quantum/f36_qpu_executor.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f36_qpu_executor.py,NISQ hardware transpilation and QPU execution gate
quantum/f37_backend_discovery.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f37_backend_discovery.py,NISQ hardware transpilation and QPU execution gate
quantum/f37_multi_layer_validator.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f37_multi_layer_validator.py,NISQ hardware transpilation and QPU execution gate
quantum/f37_observables_reconstruction.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f37_observables_reconstruction.py,NISQ hardware transpilation and QPU execution gate
quantum/f37_qpu_executor.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f37_qpu_executor.py,NISQ hardware transpilation and QPU execution gate
quantum/f38_backend_discovery.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f38_backend_discovery.py,NISQ hardware transpilation and QPU execution gate
quantum/f38_multi_layer_validator.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f38_multi_layer_validator.py,NISQ hardware transpilation and QPU execution gate
quantum/f38_observables_reconstruction.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f38_observables_reconstruction.py,NISQ hardware transpilation and QPU execution gate
quantum/f38_qpu_executor.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of f38_qpu_executor.py,NISQ hardware transpilation and QPU execution gate
quantum/force_quantum.py,Source Code,ACTIVE,Implementation/documentation of force_quantum.py,Preserved in repository
quantum/level5_two_phase_carleman.py,Source Code,ACTIVE,Implementation/documentation of level5_two_phase_carleman.py,Preserved in repository
quantum/level5_two_phase_quantum.py,Source Code,ACTIVE,Implementation/documentation of level5_two_phase_quantum.py,Preserved in repository
quantum/level6_lifted_carleman.py,Source Code,ACTIVE,Implementation/documentation of level6_lifted_carleman.py,Preserved in repository
quantum/level6b_hybrid_solver.py,Source Code,FROZEN REFERENCE,Implementation/documentation of level6b_hybrid_solver.py,Validated Level-6B physical baseline
quantum/level7_coherent_multistep.py,Source Code,ACTIVE,Implementation/documentation of level7_coherent_multistep.py,Preserved in repository
quantum/observables_quantum.py,Source Code,ACTIVE,Implementation/documentation of observables_quantum.py,Preserved in repository
quantum/one_node_collision.py,Source Code,ACTIVE,Implementation/documentation of one_node_collision.py,Preserved in repository
quantum/parameterized_collision_oracle.py,Source Code,ACTIVE,Implementation/documentation of parameterized_collision_oracle.py,Preserved in repository
quantum/phase_f11_scaled_solver.py,Source Code,ACTIVE,Implementation/documentation of phase_f11_scaled_solver.py,Preserved in repository
quantum/phase_f8_2x2_solver.py,Source Code,ACTIVE,Implementation/documentation of phase_f8_2x2_solver.py,Preserved in repository
quantum/physical_boundary_mask.py,Source Code,ACTIVE,Implementation/documentation of physical_boundary_mask.py,Preserved in repository
quantum/quantum_force.py,Source Code,ACTIVE,Implementation/documentation of quantum_force.py,Preserved in repository
quantum/quantum_moments.py,Source Code,ACTIVE,Implementation/documentation of quantum_moments.py,Preserved in repository
quantum/quantum_only_solver.py,Source Code,ACTIVE,Implementation/documentation of quantum_only_solver.py,Preserved in repository
quantum/reference_collision.py,Source Code,ACTIVE,Implementation/documentation of reference_collision.py,Preserved in repository
quantum/state_preparation.py,Source Code,ACTIVE,Implementation/documentation of state_preparation.py,Preserved in repository
quantum/streaming.py,Source Code,ACTIVE,Implementation/documentation of streaming.py,Preserved in repository
quantum/timestep_quantum.py,Source Code,ACTIVE,Implementation/documentation of timestep_quantum.py,Preserved in repository
quantum/transparency_audit.py,Source Code,ACTIVE,Implementation/documentation of transparency_audit.py,Preserved in repository
quantum/two_phase_boundary.py,Source Code,ACTIVE,Implementation/documentation of two_phase_boundary.py,Preserved in repository
quantum/two_phase_carleman.py,Source Code,ACTIVE,Implementation/documentation of two_phase_carleman.py,Preserved in repository
quantum/two_phase_encoding.py,Source Code,ACTIVE,Implementation/documentation of two_phase_encoding.py,Preserved in repository
quantum/unitary_dilation.py,Source Code,ACTIVE,Implementation/documentation of unitary_dilation.py,Preserved in repository
requirements.txt,Data/Artifact,ACTIVE,Implementation/documentation of requirements.txt,Preserved in repository
research/__init__.py,Source Code,ACTIVE,Implementation/documentation of __init__.py,Preserved in repository
research/ablation_studies/__init__.py,Source Code,ACTIVE,Implementation/documentation of __init__.py,Preserved in repository
research/ablation_studies/approach_a_global_carleman.py,Source Code,ACTIVE,Implementation/documentation of approach_a_global_carleman.py,Preserved in repository
research/ablation_studies/approach_b_local_carleman.py,Source Code,ACTIVE,Implementation/documentation of approach_b_local_carleman.py,Preserved in repository
research/ablation_studies/approach_c_osslbm.py,Source Code,ACTIVE,Implementation/documentation of approach_c_osslbm.py,Preserved in repository
research/ablation_studies/compare_three_approaches.py,Source Code,ACTIVE,Implementation/documentation of compare_three_approaches.py,Preserved in repository
research/hardware_demos/01_block_encoding_demo.py,Source Code,ACTIVE,Implementation/documentation of 01_block_encoding_demo.py,Preserved in repository
research/hardware_demos/02_qsvt_demo.py,Source Code,ACTIVE,Implementation/documentation of 02_qsvt_demo.py,Preserved in repository
research/hardware_demos/03_measurement_demo.py,Source Code,ACTIVE,Implementation/documentation of 03_measurement_demo.py,Preserved in repository
research/hardware_demos/04_small_qlbm_state.py,Source Code,ACTIVE,Implementation/documentation of 04_small_qlbm_state.py,Preserved in repository
research/hardware_demos/05_qae_scalar_demo.py,Source Code,ACTIVE,Implementation/documentation of 05_qae_scalar_demo.py,Preserved in repository
research/hardware_demos/__init__.py,Source Code,ACTIVE,Implementation/documentation of __init__.py,Preserved in repository
research/noise_modeling/__init__.py,Source Code,ACTIVE,Implementation/documentation of __init__.py,Preserved in repository
research/noise_modeling/shot_noise_analysis.py,Source Code,ACTIVE,Implementation/documentation of shot_noise_analysis.py,Preserved in repository
research/noise_modeling/test_shot_noise.py,Source Code,ACTIVE,Implementation/documentation of test_shot_noise.py,Preserved in repository
research/noise_modeling/test_shot_noise_statistics.py,Source Code,ACTIVE,Implementation/documentation of test_shot_noise_statistics.py,Preserved in repository
research/qsvt/__init__.py,Source Code,ACTIVE,Implementation/documentation of __init__.py,Preserved in repository
research/qsvt/block_encoding.py,Source Code,ACTIVE,Implementation/documentation of block_encoding.py,Preserved in repository
research/qsvt/qsvt_solver.py,Source Code,ACTIVE,Implementation/documentation of qsvt_solver.py,Preserved in repository
research/qsvt/test_qsvt.py,Source Code,ACTIVE,Implementation/documentation of test_qsvt.py,Preserved in repository
research/qsvt/test_qsvt_condition_spectrum.py,Source Code,ACTIVE,Implementation/documentation of test_qsvt_condition_spectrum.py,Preserved in repository
results/.gitkeep,Data/Artifact,ACTIVE,Implementation/documentation of .gitkeep,Preserved in repository
results/classical/.gitkeep,Data/Artifact,ACTIVE REFERENCE,Implementation/documentation of .gitkeep,Classical reference and validation baseline
results/classical/classical_fields.npz,Data/Artifact,ACTIVE REFERENCE,Implementation/documentation of classical_fields.npz,Classical reference and validation baseline
results/classical/classical_fields/phi.npy,Data/Artifact,ACTIVE REFERENCE,Implementation/documentation of phi.npy,Classical reference and validation baseline
results/classical/classical_fields/rho.npy,Data/Artifact,ACTIVE REFERENCE,Implementation/documentation of rho.npy,Classical reference and validation baseline
results/classical/classical_fields/u.npy,Data/Artifact,ACTIVE REFERENCE,Implementation/documentation of u.npy,Classical reference and validation baseline
results/comparison/.gitkeep,Data/Artifact,ACTIVE,Implementation/documentation of .gitkeep,Preserved in repository
results/comparison/comparison.json,Data/Artifact,ACTIVE,Implementation/documentation of comparison.json,Preserved in repository
results/direct_arithmetic_streaming_metrics.csv,Data/Artifact,ACTIVE,Implementation/documentation of direct_arithmetic_streaming_metrics.csv,Preserved in repository
results/direct_encoding_resource_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of direct_encoding_resource_audit.csv,Preserved in repository
results/direct_encoding_scientific_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of direct_encoding_scientific_audit.csv,Preserved in repository
results/f34/job_metadata.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of job_metadata.json,NISQ hardware transpilation and QPU execution gate
results/f34/measurement_summary.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of measurement_summary.json,NISQ hardware transpilation and QPU execution gate
results/f34/raw_counts.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of raw_counts.json,NISQ hardware transpilation and QPU execution gate
results/f34/validation_summary.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of validation_summary.json,NISQ hardware transpilation and QPU execution gate
results/f35/hardware_observables.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of hardware_observables.json,NISQ hardware transpilation and QPU execution gate
results/f35/job_metadata.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of job_metadata.json,NISQ hardware transpilation and QPU execution gate
results/f35/measurement_summary.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of measurement_summary.json,NISQ hardware transpilation and QPU execution gate
results/f35/raw_counts.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of raw_counts.json,NISQ hardware transpilation and QPU execution gate
results/f35/validation_summary.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of validation_summary.json,NISQ hardware transpilation and QPU execution gate
results/f36/hardware_observables.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of hardware_observables.json,NISQ hardware transpilation and QPU execution gate
results/f36/job_metadata.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of job_metadata.json,NISQ hardware transpilation and QPU execution gate
results/f36/measurement_summary.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of measurement_summary.json,NISQ hardware transpilation and QPU execution gate
results/f36/raw_counts.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of raw_counts.json,NISQ hardware transpilation and QPU execution gate
results/f36/validation_summary.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of validation_summary.json,NISQ hardware transpilation and QPU execution gate
results/f37/hardware_observables.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of hardware_observables.json,NISQ hardware transpilation and QPU execution gate
results/f37/job_metadata.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of job_metadata.json,NISQ hardware transpilation and QPU execution gate
results/f37/measurement_summary.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of measurement_summary.json,NISQ hardware transpilation and QPU execution gate
results/f37/raw_counts.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of raw_counts.json,NISQ hardware transpilation and QPU execution gate
results/f37/validation_summary.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of validation_summary.json,NISQ hardware transpilation and QPU execution gate
results/f38/RAW_HARDWARE_EVIDENCE.md,Documentation,ACTIVE / HARDWARE DEMO,Implementation/documentation of RAW_HARDWARE_EVIDENCE.md,NISQ hardware transpilation and QPU execution gate
results/f38/hardware_observables.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of hardware_observables.json,NISQ hardware transpilation and QPU execution gate
results/f38/job_metadata.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of job_metadata.json,NISQ hardware transpilation and QPU execution gate
results/f38/measurement_summary.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of measurement_summary.json,NISQ hardware transpilation and QPU execution gate
results/f38/raw_counts.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of raw_counts.json,NISQ hardware transpilation and QPU execution gate
results/f38/validation_summary.json,Data/Artifact,ACTIVE / HARDWARE DEMO,Implementation/documentation of validation_summary.json,NISQ hardware transpilation and QPU execution gate
results/level4_benchmarks/dam_break_martin_moyce_comparison.png,Data/Artifact,ACTIVE REFERENCE,Implementation/documentation of dam_break_martin_moyce_comparison.png,Classical reference and validation baseline
results/level4_benchmarks/grid_refinement_study.csv,Data/Artifact,ACTIVE REFERENCE,Implementation/documentation of grid_refinement_study.csv,Classical reference and validation baseline
results/level5_audit_metrics.csv,Data/Artifact,ACTIVE,Implementation/documentation of level5_audit_metrics.csv,Preserved in repository
results/level5_carleman_validation.csv,Data/Artifact,ACTIVE,Implementation/documentation of level5_carleman_validation.csv,Preserved in repository
results/level5_carleman_validation.png,Data/Artifact,ACTIVE,Implementation/documentation of level5_carleman_validation.png,Preserved in repository
results/level5_hardware_resource_analysis.csv,Data/Artifact,ACTIVE,Implementation/documentation of level5_hardware_resource_analysis.csv,Preserved in repository
results/level5_quantum_validation.csv,Data/Artifact,ACTIVE,Implementation/documentation of level5_quantum_validation.csv,Preserved in repository
results/level5_quantum_validation.png,Data/Artifact,ACTIVE,Implementation/documentation of level5_quantum_validation.png,Preserved in repository
results/level6_architecture_comparison.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6_architecture_comparison.csv,Preserved in repository
results/level6_error_budget.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6_error_budget.csv,Preserved in repository
results/level6_resource_estimates.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6_resource_estimates.csv,Preserved in repository
results/level6a_carleman_local_error.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6a_carleman_local_error.csv,Preserved in repository
results/level6a_carleman_truncation.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6a_carleman_truncation.csv,Preserved in repository
results/level6a_mach_scaling.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6a_mach_scaling.csv,Preserved in repository
results/level6a_measurement_comparison.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6a_measurement_comparison.csv,Preserved in repository
results/level6a_mode_comparison.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6a_mode_comparison.csv,Preserved in repository
results/level6a_projection_error.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6a_projection_error.csv,Preserved in repository
results/level6a_r_architecture_scores.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6a_r_architecture_scores.csv,Preserved in repository
results/level6a_r_block_encoding.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6a_r_block_encoding.csv,Preserved in repository
results/level6a_r_resource_comparison.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6a_r_resource_comparison.csv,Preserved in repository
results/level6a_r_tensor_invariance.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6a_r_tensor_invariance.csv,Preserved in repository
results/level6a_stability_baseline.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6a_stability_baseline.csv,Preserved in repository
results/level6a_tensor_consistency.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6a_tensor_consistency.csv,Preserved in repository
results/level6a_timestep_scaling.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6a_timestep_scaling.csv,Preserved in repository
results/level6b_control_experiments.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6b_control_experiments.csv,Preserved in repository
results/level6b_convergence_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6b_convergence_audit.csv,Preserved in repository
results/level6b_error_budget.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6b_error_budget.csv,Preserved in repository
results/level6b_error_origin.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6b_error_origin.csv,Preserved in repository
results/level6b_final_error_attribution.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6b_final_error_attribution.csv,Preserved in repository
results/level6b_final_grid_convergence.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6b_final_grid_convergence.csv,Preserved in repository
results/level6b_final_hardware_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6b_final_hardware_audit.csv,Preserved in repository
results/level6b_final_quantum_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6b_final_quantum_audit.csv,Preserved in repository
results/level6b_final_reproducibility.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6b_final_reproducibility.csv,Preserved in repository
results/level6b_force_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6b_force_audit.csv,Preserved in repository
results/level6b_grid_refinement.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6b_grid_refinement.csv,Preserved in repository
results/level6b_hardware_metrics.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6b_hardware_metrics.csv,Preserved in repository
results/level6b_long_time_error.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6b_long_time_error.csv,Preserved in repository
results/level6b_mass_momentum.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6b_mass_momentum.csv,Preserved in repository
results/level6b_relaxation_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6b_relaxation_audit.csv,Preserved in repository
results/level6b_resource_metrics.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6b_resource_metrics.csv,Preserved in repository
results/level6b_timestep_metrics.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6b_timestep_metrics.csv,Preserved in repository
results/level6b_validation.csv,Data/Artifact,ACTIVE,Implementation/documentation of level6b_validation.csv,Preserved in repository
results/level7_architecture_scores.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_architecture_scores.csv,Preserved in repository
results/level7_final_claim_matrix.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_final_claim_matrix.csv,Preserved in repository
results/level7_final_hardening_summary.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_final_hardening_summary.csv,Preserved in repository
results/level7_final_literature_matrix.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_final_literature_matrix.csv,Preserved in repository
results/level7_final_mach_scaling.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_final_mach_scaling.csv,Preserved in repository
results/level7_final_multistep_error.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_final_multistep_error.csv,Preserved in repository
results/level7_final_resource_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_final_resource_audit.csv,Preserved in repository
results/level7_final_status.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_final_status.csv,Preserved in repository
results/level7_multistep_error.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_multistep_error.csv,Preserved in repository
results/level7_multistep_hardening.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_multistep_hardening.csv,Preserved in repository
results/level7_normalization_reconciliation.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_normalization_reconciliation.csv,Preserved in repository
results/level7_oaa_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_oaa_audit.csv,Preserved in repository
results/level7_oaa_recalculation.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_oaa_recalculation.csv,Preserved in repository
results/level7_oaa_resource_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_oaa_resource_audit.csv,Preserved in repository
results/level7_operator_composition.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_operator_composition.csv,Preserved in repository
results/level7_qubit_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_qubit_audit.csv,Preserved in repository
results/level7_resource_metrics.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_resource_metrics.csv,Preserved in repository
results/level7_success_probability.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_success_probability.csv,Preserved in repository
results/level7_tensor_invariance.csv,Data/Artifact,ACTIVE,Implementation/documentation of level7_tensor_invariance.csv,Preserved in repository
results/phase_f10_boundary_kill_switch.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f10_boundary_kill_switch.csv,Preserved in repository
results/phase_f10_boundary_unitarity.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f10_boundary_unitarity.csv,Preserved in repository
results/phase_f10_physical_metrics.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f10_physical_metrics.csv,Preserved in repository
results/phase_f10_population_comparison.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f10_population_comparison.csv,Preserved in repository
results/phase_f10_resource_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f10_resource_audit.csv,Preserved in repository
results/phase_f11_force_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f11_force_audit.csv,Preserved in repository
results/phase_f11_kill_switch.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f11_kill_switch.csv,Preserved in repository
results/phase_f11_mass_conservation.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f11_mass_conservation.csv,Preserved in repository
results/phase_f11_parameter_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f11_parameter_audit.csv,Preserved in repository
results/phase_f11_phase_coupling.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f11_phase_coupling.csv,Preserved in repository
results/phase_f11_physical_metrics.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f11_physical_metrics.csv,Preserved in repository
results/phase_f11_population_scaling.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f11_population_scaling.csv,Preserved in repository
results/phase_f11_resource_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f11_resource_audit.csv,Preserved in repository
results/phase_f11_stage_error.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f11_stage_error.csv,Preserved in repository
results/phase_f11_velocity_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f11_velocity_audit.csv,Preserved in repository
results/phase_f12_error_budget.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f12_error_budget.csv,Preserved in repository
results/phase_f12_kill_switch.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f12_kill_switch.csv,Preserved in repository
results/phase_f12_multistep.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f12_multistep.csv,Preserved in repository
results/phase_f12_quantum_hybrid_classification.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f12_quantum_hybrid_classification.csv,Preserved in repository
results/phase_f12_resource_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f12_resource_audit.csv,Preserved in repository
results/phase_f13_error_budget.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f13_error_budget.csv,Preserved in repository
results/phase_f13_hybrid_interface_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f13_hybrid_interface_audit.csv,Preserved in repository
results/phase_f13_kill_switch.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f13_kill_switch.csv,Preserved in repository
results/phase_f13_multistep.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f13_multistep.csv,Preserved in repository
results/phase_f13_resource_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f13_resource_audit.csv,Preserved in repository
results/phase_f14_coherence_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f14_coherence_audit.csv,Preserved in repository
results/phase_f14_error_budget.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f14_error_budget.csv,Preserved in repository
results/phase_f14_kill_switch.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f14_kill_switch.csv,Preserved in repository
results/phase_f14_multistep.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f14_multistep.csv,Preserved in repository
results/phase_f14_resource_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f14_resource_audit.csv,Preserved in repository
